t,y1e,y2e,y1o,y2o
0.05970,306.5,45.0,306.5,45.0
0.05980,308.2,43.5,308.2,43.5
0.05990,309.8,42.0,309.8,42.0
0.06000,311.3,40.5,311.3,40.5
0.06010,312.8,38.9,312.8,38.9
0.06020,314.3,37.4,314.3,37.4
0.06030,315.7,35.8,315.7,35.8
0.06040,317.0,34.3,317.0,34.3
0.06050,318.4,32.7,318.4,32.7
0.06060,319.6,31.1,319.6,31.1
0.06070,320.8,29.5,320.8,29.5
0.06080,322.0,27.9,322.0,27.9
0.06090,323.1,26.3,323.1,26.3
0.06100,324.2,24.7,324.2,24.7
0.06110,325.2,23.1,325.2,23.1
0.06120,326.2,21.5,326.2,21.5
0.06130,327.1,19.9,327.1,19.9
